Names,Locations,Prices/Mon
3 otaqlı70 m²4/5 mərtəbə,Nəsimi r.,500AZN/ay
2 otaqlı60 m²1/5 mərtəbə,Nəriman Nərimanov m.,400AZN/ay
3 otaqlı106 m²11/14 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı95 m²11/19 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
3 otaqlı190 m²9/22 mərtəbə,Şah İsmayıl Xətai m.,2 000AZN/ay
3 otaqlı136 m²27/27 mərtəbə,Nəsimi r.,1 200AZN/ay
200 m²,Əhmədli m.,4 000AZN/ay
3 otaqlı100 m²11/13 mərtəbə,Yeni Yasamal q.,600AZN/ay
3 otaqlı150 m²6/13 mərtəbə,Nəsimi r.,1 300AZN/ay
3 otaqlı140 m²7/17 mərtəbə,Nəsimi r.,1 050AZN/ay
2 otaqlı50 m²14/18 mərtəbə,İnşaatçılar m.,500AZN/ay
2 otaqlı70 m²12/27 mərtəbə,Yasamal r.,700AZN/ay
2 otaqlı80 m²7/8 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
146 m²,Sahil m.,12 000AZN/ay
450 m²,Nəriman Nərimanov m.,8 000AZN/ay
2 otaqlı90 m²13/19 mərtəbə,İnşaatçılar m.,600AZN/ay
370 m²,Gənclik m.,20 000AZN/ay
2 otaqlı73 m²9/16 mərtəbə,20 Yanvar m.,599AZN/ay
4 otaqlı150 m²,İçəri Şəhər m.,2 000AZN/ay
3 otaqlı112 m²14/16 mərtəbə,Nərimanov r.,1 000AZN/ay
2 otaqlı50 m²2/5 mərtəbə,Neftçilər m.,450AZN/ay
5 otaqlı210 m²2/4 mərtəbə,Nəsimi r.,1 600AZN/ay
2 otaqlı90 m²15/20 mərtəbə,Şah İsmayıl Xətai m.,1 200AZN/ay
2 otaqlı90 m²20/24 mərtəbə,Elmlər Akademiyası m.,500AZN/ay
110 m²,İçəri Şəhər m.,1 500AZN/ay
205 m²,Nəsimi r.,1 200AZN/ay
340 m²,Nəsimi r.,6 000AZN/ay
2 otaqlı80 m²2/4 mərtəbə,Xırdalan,350AZN/ay
3 otaqlı120 m²11/13 mərtəbə,İçəri Şəhər m.,2 500AZN/ay
2 otaqlı80 m²3/6 mərtəbə,Masazır q.,350AZN/ay
125 m²,Nərimanov r.,1 700AZN/ay
2 otaqlı50 m²1/5 mərtəbə,İçəri Şəhər m.,600AZN/ay
3 otaqlı90 m²12/13 mərtəbə,Yeni Yasamal q.,600AZN/ay
4 otaqlı180 m²8/16 mərtəbə,Nizami m.,1 450AZN/ay
65 m²,28 May m.,1 500AZN/ay
3 otaqlı120 m²8/17 mərtəbə,Nərimanov r.,1 000AZN/ay
3 otaqlı110 m²7/17 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
3 otaqlı80 m²1/5 mərtəbə,Bayıl q.,650AZN/ay
2 otaqlı36 m²,İnşaatçılar m.,150AZN/ay
3 otaqlı100 m²10/18 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
2 otaqlı45 m²2/5 mərtəbə,Neftçilər m.,400AZN/ay
3 otaqlı185 m²17/30 mərtəbə,Şah İsmayıl Xətai m.,1 700AZN/ay
3 otaqlı103 m²11/17 mərtəbə,Nərimanov r.,1 200AZN/ay
4 otaqlı160 m²2/4 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
2 otaqlı96 m²4/16 mərtəbə,Nəriman Nərimanov m.,580AZN/ay
3 otaqlı100 m²12/20 mərtəbə,20 Yanvar m.,700AZN/ay
3 otaqlı120 m²10/18 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
4 otaqlı250 m²15/16 mərtəbə,İçəri Şəhər m.,2 500AZN/ay
2 otaqlı45 m²1/5 mərtəbə,İçəri Şəhər m.,600AZN/ay
2 otaqlı90 m²,Sahil m.,800AZN/ay
3 otaqlı80 m²,Nərimanov r.,1 000AZN/ay
15 otaqlı600 m²,Nəsimi r.,2 500AZN/ay
4 otaqlı100 m²,Nəsimi r.,700AZN/ay
2 otaqlı85 m²7/9 mərtəbə,İçəri Şəhər m.,800AZN/ay
3 otaqlı100 m²2/20 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
2 otaqlı60 m²6/9 mərtəbə,Yeni Yasamal q.,350AZN/ay
2 otaqlı50 m²2/5 mərtəbə,Neftçilər m.,400AZN/ay
3 otaqlı110 m²,İçəri Şəhər m.,1 400AZN/ay
3 otaqlı180 m²16/17 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
130 m²,Yasamal r.,3 500AZN/ay
2 otaqlı80 m²12/18 mərtəbə,28 May m.,700AZN/ay
3 otaqlı130 m²15/18 mərtəbə,Nərimanov r.,1 400AZN/ay
4 otaqlı184 m²12/16 mərtəbə,Nəsimi r.,1 500AZN/ay
2 otaqlı65 m²8/19 mərtəbə,20 Yanvar m.,550AZN/ay
2 otaqlı93 m²12/17 mərtəbə,Nizami m.,700AZN/ay
2 otaqlı45 m²5/5 mərtəbə,Elmlər Akademiyası m.,450AZN/ay
2 otaqlı65 m²5/9 mərtəbə,Nəsimi r.,500AZN/ay
2 otaqlı130 m²2/18 mərtəbə,Nərimanov r.,1 500AZN/ay
2 otaqlı60 m²9/16 mərtəbə,20 Yanvar m.,600AZN/ay
3 otaqlı140 m²11/22 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
3 otaqlı70 m²2/5 mərtəbə,Yasamal r.,500AZN/ay
2 otaqlı110 m²12/18 mərtəbə,Nərimanov r.,1 400AZN/ay
153 m²,Səbail r.,5 500AZN/ay
3 otaqlı120 m²10/18 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
2 otaqlı90 m²9/16 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
2 otaqlı65 m²5/7 mərtəbə,İçəri Şəhər m.,500AZN/ay
3 otaqlı120 m²2/5 mərtəbə,Memar Əcəmi m.,130AZN/ay
3 otaqlı100 m²,Xızı,60AZN/gün
2 otaqlı50 m²2/5 mərtəbə,Neftçilər m.,450AZN/ay
350 m²,Novxanı q.,170AZN/gün
2 otaqlı75 m²12/19 mərtəbə,Nəsimi r.,700AZN/ay
3 otaqlı120 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
2 otaqlı60 m²1/5 mərtəbə,Memar Əcəmi m.,350AZN/ay
7 otaqlı200 m²,Nəriman Nərimanov m.,2 500AZN/ay
1 otaqlı40 m²4/9 mərtəbə,Nəsimi r.,30AZN/gün
3 otaqlı95 m²5/9 mərtəbə,28 May m.,40AZN/gün
4 otaqlı200 m²8/16 mərtəbə,28 May m.,2 500AZN/ay
6 otaqlı700 m²,Bakıxanov q.,2 500AZN/ay
3 otaqlı100 m²6/10 mərtəbə,Sahil m.,1 500AZN/ay
3 otaqlı165 m²7/12 mərtəbə,Gənclik m.,1 500AZN/ay
2 otaqlı25 m²,Şah İsmayıl Xətai m.,350AZN/ay
3 otaqlı130 m²7/20 mərtəbə,Şah İsmayıl Xətai m.,1 300AZN/ay
2 otaqlı75 m²3/9 mərtəbə,Sahil m.,1 400AZN/ay
300 m²,Binəqədi r.,2 500AZN/ay
100 m²,Nizami m.,1 500AZN/ay
3 otaqlı80 m²,Gənclik m.,1 000AZN/ay
2 otaqlı33 m²,İnşaatçılar m.,100AZN/ay
2 otaqlı96 m²4/16 mərtəbə,Nərimanov r.,550AZN/ay
220 m²,Sabunçu q.,990AZN/ay
3 otaqlı165 m²12/14 mərtəbə,Nərimanov r.,1 500AZN/ay
3 otaqlı90 m²,Gənclik m.,650AZN/ay
300 m²,Sahil m.,17 000AZN/ay
2 otaqlı105 m²5/16 mərtəbə,İnşaatçılar m.,1 300AZN/ay
2 otaqlı42 m²1/5 mərtəbə,İçəri Şəhər m.,600AZN/ay
400 m²,Xətai r.,1 000AZN/ay
3 otaqlı55 m²1/5 mərtəbə,İnşaatçılar m.,200AZN/ay
2 otaqlı45 m²5/5 mərtəbə,Memar Əcəmi m.,350AZN/ay
3 otaqlı107 m²5/16 mərtəbə,Nizami r.,1 300AZN/ay
2 otaqlı73 m²10/18 mərtəbə,Qara Qarayev m.,600AZN/ay
2 otaqlı70 m²3/17 mərtəbə,7-ci mikrorayon q.,45AZN/gün
3 otaqlı147 m²,Hökməli q.,350AZN/ay
650 m²,Bakıxanov q.,8 000AZN/ay
2 otaqlı90 m²5/7 mərtəbə,Abşeron r.,450AZN/ay
2 otaqlı81 m²5/9 mərtəbə,Xocəsən q.,300AZN/ay
162 m²,Dərnəgül m.,100AZN/gün
300 m²,Binəqədi q.,1 500AZN/ay
10 otaqlı200 m²,Yasamal r.,1 000AZN/ay
1000 m²,Elmlər Akademiyası m.,10 000AZN/ay
250 m²,Gənclik m.,4 000AZN/ay
451 m²,Nizami r.,4 000AZN/ay
98 m²,Nizami m.,1 300AZN/ay
220 m²,Pirşağı q.,100AZN/gün
3 otaqlı140 m²7/17 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı110 m²13/15 mərtəbə,Elmlər Akademiyası m.,1 800AZN/ay
3 otaqlı75 m²3/4 mərtəbə,28 May m.,650AZN/ay
3 otaqlı140 m²8/16 mərtəbə,28 May m.,1 000AZN/ay
2 otaqlı78 m²2/18 mərtəbə,Binəqədi r.,550AZN/ay
3 otaqlı150 m²16/18 mərtəbə,Yasamal r.,1 100AZN/ay
2 otaqlı102 m²14/18 mərtəbə,Yasamal r.,750AZN/ay
3 otaqlı135 m²13/16 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
2 otaqlı90 m²4/5 mərtəbə,28 May m.,750AZN/ay
2 otaqlı70 m²2/17 mərtəbə,Şah İsmayıl Xətai m.,650AZN/ay
3 otaqlı140 m²13/17 mərtəbə,Nəsimi r.,1 000AZN/ay
4 otaqlı200 m²,Qəbələ,50AZN/gün
3 otaqlı110 m²17/20 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
2 otaqlı110 m²11/21 mərtəbə,Nəsimi r.,1 000AZN/ay
2 otaqlı50 m²4/4 mərtəbə,Nəsimi r.,700AZN/ay
2 otaqlı100 m²16/16 mərtəbə,Əhmədli m.,900AZN/ay
2 otaqlı65 m²2/17 mərtəbə,Azadlıq Prospekti m.,550AZN/ay
4 otaqlı220 m²18/19 mərtəbə,Şah İsmayıl Xətai m.,1 800AZN/ay
2 otaqlı65 m²7/17 mərtəbə,Şah İsmayıl Xətai m.,600AZN/ay
4 otaqlı210 m²4/18 mərtəbə,28 May m.,1 600AZN/ay
3 otaqlı150 m²19/20 mərtəbə,Nizami m.,1 090AZN/ay
3 otaqlı80 m²2/5 mərtəbə,İnşaatçılar m.,500AZN/ay
2 otaqlı70 m²14/16 mərtəbə,Nəsimi r.,750AZN/ay
2 otaqlı58 m²3/7 mərtəbə,Hövsan q.,270AZN/ay
2 otaqlı104 m²4/18 mərtəbə,Nərimanov r.,550AZN/ay
3 otaqlı145 m²8/17 mərtəbə,28 May m.,1 000AZN/ay
2 otaqlı100 m²16/16 mərtəbə,Əhmədli m.,900AZN/ay
2 otaqlı100 m²16/16 mərtəbə,Əhmədli m.,900AZN/ay
3 otaqlı100 m²3/12 mərtəbə,Bayıl q.,1 700AZN/ay
5 otaqlı350 m²,Badamdar q.,2 000AZN/ay
8 otaqlı800 m²,Xətai r.,10 000AZN/ay
3 otaqlı230 m²,Sahil m.,6 500AZN/ay
15 otaqlı1400 m²,Nərimanov r.,11 000AZN/ay
2 otaqlı80 m²4/4 mərtəbə,Sahil m.,999AZN/ay
3 otaqlı100 m²1/2 mərtəbə,Sahil m.,750AZN/ay
600 m²,5-ci mikrorayon q.,10 000AZN/ay
7 otaqlı520 m²,Şah İsmayıl Xətai m.,13 000AZN/ay
2 otaqlı50 m²2/6 mərtəbə,Masazır q.,280AZN/ay
2 otaqlı45 m²4/4 mərtəbə,Nəsimi r.,700AZN/ay
2 otaqlı60 m²1/5 mərtəbə,Nəsimi m.,500AZN/ay
2 otaqlı110 m²8/27 mərtəbə,Yasamal r.,800AZN/ay
4 otaqlı100 m²2/4 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
5 otaqlı390 m²,Yasamal r.,7 000AZN/ay
180 m²,Bayıl q.,2 000AZN/ay
3 otaqlı112 m²14/16 mərtəbə,Nərimanov r.,1 000AZN/ay
2 otaqlı100 m²13/18 mərtəbə,Elmlər Akademiyası m.,1 400AZN/ay
5 otaqlı200 m²13/14 mərtəbə,Gənclik m.,1 000AZN/ay
3 otaqlı140 m²17/18 mərtəbə,Nəsimi r.,750AZN/ay
740 m²,28 May m.,18 000AZN/ay
3 otaqlı110 m²2/21 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı55 m²3/3 mərtəbə,Sahil m.,650AZN/ay
2 otaqlı60 m²14/20 mərtəbə,Nəriman Nərimanov m.,900AZN/ay
370 m²,28 May m.,9 000AZN/ay
3 otaqlı105 m²9/17 mərtəbə,Nəsimi r.,800AZN/ay
3 otaqlı90 m²2/5 mərtəbə,İçəri Şəhər m.,1 100AZN/ay
4 otaqlı135 m²17/22 mərtəbə,28 May m.,1 500AZN/ay
3 otaqlı165 m²6/10 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
3 otaqlı110 m²16/18 mərtəbə,Memar Əcəmi m.,700AZN/ay
1 otaqlı195 m²,Səbail r.,3 900AZN/ay
1 otaqlı69 m²,Səbail r.,1 380AZN/ay
2 otaqlı83 m²7/17 mərtəbə,Binəqədi r.,450AZN/ay
2 otaqlı70 m²2/16 mərtəbə,Şah İsmayıl Xətai m.,650AZN/ay
6 otaqlı360 m²,Nizami r.,8 280AZN/ay
2 otaqlı64 m²,Nizami r.,1 472AZN/ay
2 otaqlı52 m²8/9 mərtəbə,Neftçilər m.,350AZN/ay
3 otaqlı125 m²11/21 mərtəbə,28 May m.,1 200AZN/ay
3 otaqlı75 m²4/8 mərtəbə,İçəri Şəhər m.,700AZN/ay
3 otaqlı120 m²15/17 mərtəbə,İnşaatçılar m.,650AZN/ay
1100 m²,Səbail r.,5 000AZN/ay
2 otaqlı102 m²5/16 mərtəbə,Nizami m.,1 300AZN/ay
12 otaqlı400 m²,Sulutəpə q.,3 000AZN/ay
3 otaqlı70 m²15/16 mərtəbə,Nizami m.,700AZN/ay
3 otaqlı115 m²15/17 mərtəbə,Bayıl q.,950AZN/ay
3 otaqlı105 m²10/24 mərtəbə,Nəsimi r.,1 000AZN/ay
2 otaqlı107 m²5/17 mərtəbə,Nizami m.,1 300AZN/ay
200 m²,Həzi Aslanov m.,1 700AZN/ay
3 otaqlı95 m²7/17 mərtəbə,Elmlər Akademiyası m.,1 400AZN/ay
2 otaqlı60 m²17/18 mərtəbə,8 Noyabr m.,550AZN/ay
600 m²,Binəqədi r.,2 000AZN/ay
3 otaqlı75 m²1/5 mərtəbə,Memar Əcəmi m.,600AZN/ay
2 otaqlı84 m²5/17 mərtəbə,28 May m.,800AZN/ay
3 otaqlı105 m²7/17 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
3 otaqlı120 m²11/22 mərtəbə,28 May m.,1 200AZN/ay
1100 m²,Binəqədi r.,3 700AZN/ay
29 m²,İnşaatçılar m.,800AZN/ay
2 otaqlı120 m²2/5 mərtəbə,Sahil m.,1 500AZN/ay
2 otaqlı85 m²4/16 mərtəbə,28 May m.,800AZN/ay
2 otaqlı40 m²3/5 mərtəbə,Nəriman Nərimanov m.,450AZN/ay
3 otaqlı145 m²2/16 mərtəbə,20 Yanvar m.,750AZN/ay
3 otaqlı110 m²9/18 mərtəbə,Nəsimi r.,900AZN/ay
2 otaqlı50 m²6/9 mərtəbə,Massiv D q.,380AZN/ay
20 otaqlı2600 m²,Badamdar q.,7 000AZN/ay
3 otaqlı100 m²14/16 mərtəbə,Nəsimi r.,700AZN/ay
2 otaqlı70 m²,Qusar,50AZN/ay
2 otaqlı125 m²6/18 mərtəbə,Nizami m.,1 600AZN/ay
350 m²,Memar Əcəmi m.,2 500AZN/ay
2 otaqlı70 m²4/4 mərtəbə,Nərimanov r.,700AZN/ay
3 otaqlı90 m²10/10 mərtəbə,28 May m.,1 100AZN/ay
4 otaqlı165 m²4/16 mərtəbə,Yeni Yasamal q.,600AZN/ay
150 m²,Sahil m.,4 500AZN/ay
3 otaqlı100 m²6/6 mərtəbə,Sahil m.,1 200AZN/ay
4 otaqlı178 m²10/18 mərtəbə,Nəsimi r.,1 500AZN/ay
23 m²,Nəriman Nərimanov m.,1 000AZN/ay
2 otaqlı90 m²8/17 mərtəbə,Nəsimi r.,600AZN/ay
3 otaqlı100 m²14/16 mərtəbə,8 Noyabr m.,700AZN/ay
3 otaqlı130 m²7/22 mərtəbə,Nəsimi r.,3 000AZN/ay
2 otaqlı45 m²4/5 mərtəbə,Nəsimi r.,360AZN/ay
4 otaqlı170 m²7/17 mərtəbə,Nəsimi r.,1 600AZN/ay
2 otaqlı125 m²9/18 mərtəbə,Nizami r.,1 500AZN/ay
5 otaqlı250 m²16/17 mərtəbə,Nəsimi r.,1 800AZN/ay
2 otaqlı70 m²3/4 mərtəbə,Sahil m.,700AZN/ay
2 otaqlı86 m²20/24 mərtəbə,İnşaatçılar m.,500AZN/ay
4 otaqlı250 m²14/21 mərtəbə,Şah İsmayıl Xətai m.,2 500AZN/ay
2 otaqlı86 m²20/24 mərtəbə,Elmlər Akademiyası m.,500AZN/ay
3 otaqlı100 m²16/17 mərtəbə,8 Noyabr m.,600AZN/ay
3 otaqlı120 m²7/18 mərtəbə,Elmlər Akademiyası m.,1 170AZN/ay
2 otaqlı45 m²1/5 mərtəbə,Nərimanov r.,450AZN/ay
2 otaqlı67 m²6/9 mərtəbə,Azadlıq Prospekti m.,550AZN/ay
3 otaqlı180 m²12/18 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı100 m²3/20 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
2 otaqlı90 m²8/22 mərtəbə,Şah İsmayıl Xətai m.,1 300AZN/ay
2 otaqlı70 m²2/9 mərtəbə,Nəsimi r.,1 100AZN/ay
3 otaqlı130 m²7/27 mərtəbə,Səbail r.,3 000AZN/ay
3 otaqlı122 m²9/15 mərtəbə,28 May m.,1 000AZN/ay
1 otaqlı48 m²18/18 mərtəbə,Neftçilər m.,270AZN/ay
2 otaqlı105 m²16/20 mərtəbə,Nəsimi r.,1 200AZN/ay
3 otaqlı115 m²3/30 mərtəbə,Nəsimi r.,3 000AZN/ay
2500 m²,Koroğlu m.,7 000AZN/ay
3 otaqlı110 m²15/16 mərtəbə,Nizami m.,700AZN/ay
200 m²,28 May m.,1 200AZN/ay
3 otaqlı85 m²3/5 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
173 m²,Yasamal r.,4 000AZN/ay
2 otaqlı55 m²2/4 mərtəbə,Nəsimi r.,450AZN/ay
5 otaqlı300 m²11/12 mərtəbə,Nəsimi r.,2 500AZN/ay
2 otaqlı50 m²1/5 mərtəbə,Nərimanov r.,400AZN/ay
2 otaqlı70 m²12/18 mərtəbə,Nəsimi r.,700AZN/ay
2 otaqlı160 m²4/14 mərtəbə,Nəsimi m.,1 000AZN/ay
3 otaqlı100 m²13/18 mərtəbə,20 Yanvar m.,700AZN/ay
2 otaqlı60 m²1/5 mərtəbə,Gənclik m.,400AZN/ay
500 m²,Nizami m.,10 000AZN/ay
3 otaqlı60 m²,İçəri Şəhər m.,500AZN/ay
5 otaqlı200 m²,Biləcəri q.,1 000AZN/ay
1 otaqlı18 m²,28 May m.,550AZN/ay
2 otaqlı107 m²5/16 mərtəbə,Nizami m.,1 300AZN/ay
4 otaqlı200 m²9/16 mərtəbə,Gənclik m.,1 200AZN/ay
2 otaqlı90 m²5/18 mərtəbə,28 May m.,800AZN/ay
1300 m²,Nərimanov r.,9 000AZN/ay
1 otaqlı25 m²1/8 mərtəbə,Badamdar q.,160AZN/ay
3 otaqlı115 m²8/15 mərtəbə,Nəsimi r.,1 200AZN/ay
4 otaqlı100 m²2/9 mərtəbə,8 Noyabr m.,550AZN/ay
3 otaqlı120 m²2/4 mərtəbə,Nəsimi r.,600AZN/ay
80 m²,Neftçilər m.,700AZN/ay
130 m²,İçəri Şəhər m.,1 500AZN/ay
2 otaqlı65 m²2/4 mərtəbə,Xırdalan,400AZN/ay
5 otaqlı140 m²,Elmlər Akademiyası m.,1 800AZN/ay
3 otaqlı100 m²4/4 mərtəbə,Nəsimi r.,550AZN/ay
2 otaqlı70 m²4/5 mərtəbə,Nəsimi r.,550AZN/ay
200 m²,Nəsimi r.,1 800AZN/ay
4 otaqlı90 m²,Səbail r.,1 500AZN/ay
3 otaqlı65 m²1/5 mərtəbə,Nəsimi m.,600AZN/ay
2 otaqlı40 m²5/5 mərtəbə,4-cü mikrorayon q.,300AZN/ay
2 otaqlı78 m²4/4 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
3 otaqlı125 m²4/7 mərtəbə,Xətai r.,1 000AZN/ay
3 otaqlı166 m²6/16 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
6 otaqlı300 m²,Şah İsmayıl Xətai m.,4 600AZN/ay
2 otaqlı80 m²3/4 mərtəbə,İçəri Şəhər m.,950AZN/ay
2 otaqlı60 m²,Nəsimi r.,500AZN/ay
3 otaqlı130 m²10/16 mərtəbə,Elmlər Akademiyası m.,800AZN/ay
1000 m²,Biləcəri q.,6 000AZN/ay
3 otaqlı150 m²4/7 mərtəbə,Xətai r.,1 500AZN/ay
3 otaqlı110 m²16/16 mərtəbə,Yasamal r.,650AZN/ay
2 otaqlı62 m²9/20 mərtəbə,20 Yanvar m.,600AZN/ay
3 otaqlı90 m²13/19 mərtəbə,İnşaatçılar m.,800AZN/ay
4 otaqlı255 m²7/21 mərtəbə,Nəsimi r.,1 600AZN/ay
3 otaqlı150 m²17/19 mərtəbə,Nərimanov r.,750AZN/ay
2 otaqlı60 m²9/16 mərtəbə,20 Yanvar m.,600AZN/ay
400 m²,Biləcəri q.,2 400AZN/ay
70 m²,İçəri Şəhər m.,1 600AZN/ay
3 otaqlı70 m²15/16 mərtəbə,Nizami m.,700AZN/ay
2 otaqlı70 m²4/4 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
4 otaqlı175 m²7/16 mərtəbə,Nizami m.,1 800AZN/ay
3 otaqlı100 m²3/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
25 m²,8 Noyabr m.,200AZN/ay
3 otaqlı105 m²13/16 mərtəbə,8 Noyabr m.,700AZN/ay
11 otaqlı600 m²,Gənclik m.,3 500AZN/ay
300 m²,Səbail r.,9 000AZN/ay
760 m²,Binəqədi r.,2 000AZN/ay
3 otaqlı200 m²3/17 mərtəbə,Nəsimi r.,800AZN/ay
3 otaqlı150 m²10/16 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
2 otaqlı50 m²1/5 mərtəbə,Nərimanov r.,400AZN/ay
2 otaqlı75 m²15/15 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
3 otaqlı95 m²12/16 mərtəbə,Abşeron r.,380AZN/ay
3 otaqlı120 m²3/5 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı130 m²9/17 mərtəbə,Nərimanov r.,750AZN/ay
3 otaqlı95 m²7/17 mərtəbə,Elmlər Akademiyası m.,1 400AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
300 m²,İnşaatçılar m.,3 000AZN/ay
2 otaqlı67 m²3/17 mərtəbə,Elmlər Akademiyası m.,500AZN/ay
3 otaqlı185 m²9/30 mərtəbə,Səbail r.,5 000AZN/ay
3 otaqlı110 m²10/16 mərtəbə,Nəsimi r.,800AZN/ay
2 otaqlı63 m²6/19 mərtəbə,Yasamal r.,750AZN/ay
2 otaqlı80 m²2/5 mərtəbə,Yasamal r.,600AZN/ay
3 otaqlı170 m²8/18 mərtəbə,Səbail r.,2 300AZN/ay
3 otaqlı120 m²2/4 mərtəbə,Nəriman Nərimanov m.,550AZN/ay
4 otaqlı262 m²20/30 mərtəbə,Səbail r.,5 500AZN/ay
100 m²,İçəri Şəhər m.,2 500AZN/ay
2 otaqlı60 m²9/9 mərtəbə,Qara Qarayev m.,550AZN/ay
2 otaqlı80 m²3/6 mərtəbə,Səbail r.,600AZN/ay
3 otaqlı70 m²16/17 mərtəbə,İnşaatçılar m.,700AZN/ay
3 otaqlı70 m²1/5 mərtəbə,Xətai r.,500AZN/ay
4 otaqlı160 m²9/17 mərtəbə,Binəqədi r.,800AZN/ay
2 otaqlı80 m²16/22 mərtəbə,Şah İsmayıl Xətai m.,1 200AZN/ay
79 m²,Nəsimi r.,750AZN/ay
2 otaqlı70 m²3/5 mərtəbə,Bayıl q.,550AZN/ay
120 m²,İnşaatçılar m.,800AZN/ay
3 otaqlı125 m²12/30 mərtəbə,Səbail r.,2 500AZN/ay
3 otaqlı125 m²12/16 mərtəbə,Nizami m.,1 000AZN/ay
3 otaqlı100 m²2/20 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
4 otaqlı160 m²4/16 mərtəbə,Şah İsmayıl Xətai m.,1 300AZN/ay
2 otaqlı76 m²17/23 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
3 otaqlı80 m²15/16 mərtəbə,Nizami m.,650AZN/ay
2 otaqlı80 m²6/16 mərtəbə,8-ci mikrorayon q.,500AZN/ay
4 otaqlı140 m²17/22 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı85 m²5/7 mərtəbə,Xətai r.,750AZN/ay
2 otaqlı70 m²4/4 mərtəbə,Gənclik m.,650AZN/ay
4 otaqlı185 m²7/16 mərtəbə,Yasamal r.,1 000AZN/ay
2 otaqlı63 m²,Nəsimi r.,1 000AZN/ay
3 otaqlı100 m²2/20 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı60 m²15/15 mərtəbə,İnşaatçılar m.,450AZN/ay
3 otaqlı70 m²15/16 mərtəbə,Nizami m.,650AZN/ay
5 otaqlı157 m²,28 May m.,3 100AZN/ay
2 otaqlı105 m²13/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
3 otaqlı100 m²4/19 mərtəbə,Elmlər Akademiyası m.,890AZN/ay
3 otaqlı120 m²6/15 mərtəbə,Nizami m.,1 400AZN/ay
1 otaqlı40 m²4/5 mərtəbə,Elmlər Akademiyası m.,350AZN/ay
4 otaqlı200 m²9/18 mərtəbə,28 May m.,880AZN/ay
3 otaqlı100 m²3/17 mərtəbə,Xətai r.,700AZN/ay
268 m²,Həzi Aslanov q.,650AZN/ay
3 otaqlı130 m²,Yasamal q.,1 200AZN/ay
2 otaqlı91 m²13/17 mərtəbə,Elmlər Akademiyası m.,750AZN/ay
2 otaqlı80 m²3/5 mərtəbə,Səbail r.,800AZN/ay
3 otaqlı90 m²15/16 mərtəbə,Nizami m.,650AZN/ay
2 otaqlı70 m²15/22 mərtəbə,Şah İsmayıl Xətai m.,1 200AZN/ay
3 otaqlı100 m²17/18 mərtəbə,Xətai r.,750AZN/ay
3 otaqlı90 m²13/19 mərtəbə,20 Yanvar m.,800AZN/ay
200 m²,Nərimanov r.,1 800AZN/ay
4 otaqlı200 m²19/22 mərtəbə,Nəriman Nərimanov m.,1 200AZN/ay
4 otaqlı202 m²14/17 mərtəbə,Nizami m.,1 400AZN/ay
3 otaqlı135 m²19/19 mərtəbə,Nizami m.,1 100AZN/ay
40 m²,Yeni Yasamal q.,1 000AZN/ay
225 m²,Xətai r.,3 000AZN/ay
2 otaqlı65 m²15/15 mərtəbə,20 Yanvar m.,500AZN/ay
1 otaqlı20 m²1/1 mərtəbə,28 May m.,200AZN/ay
2 otaqlı70 m²,Maştağa q.,200AZN/ay
3 otaqlı75 m²9/20 mərtəbə,Nizami m.,650AZN/ay
