,Locations,Prices,Floor,Area,Rooms
3579,28 May m.,18000,3/5 ,45 ,2 
3580,Nəsimi r.,12000,5/5 ,75 ,3 
3581,Nərimanov r.,19500,14/19 ,96 ,2 
3582,Şah İsmayıl Xətai m.,81000,11/22 ,268 ,5 
3583,Qəbələ,100,,85 ,3 
3584,Səbail r.,18000,5/5 ,80 ,3 
3585,Nəsimi r.,13500,5/9 ,65 ,2 
3586,Sahil m.,36000,,100 ,5 
3587,2-ci mikrorayon q.,18000,5/12 ,50 ,2 
3588,Səbail r.,36000,8/14 ,70 ,2 
3589,28 May m.,60000,8/15 ,340 ,5 
3590,Xırdalan,11970,12/17 ,75.7 ,3 
3591,Xırdalan,12000,12/16 ,550 ,3 
3592,Elmlər Akademiyası m.,15000,,15 ,
3593,Xırdalan,11970,4/16 ,57.7 ,2 
3594,Elmlər Akademiyası m.,36000,18/19 ,150 ,4 
3595,Hökməli q.,6000,,220 ,6 
3596,Yasamal q.,60000,,350 ,8 
3597,Şah İsmayıl Xətai m.,27000,,150 ,3 
3598,Şah İsmayıl Xətai m.,18000,,100 ,3 
3599,Qusar,80,,120 ,3 
3600,Yasamal r.,19500,,40 ,
3601,İçəri Şəhər m.,18000,3/5 ,74 ,2 
3602,Qəbələ,90,,230 ,4 
3603,Gənclik m.,13500,5/9 ,60 ,3 
3604,Nərimanov r.,16500,3/5 ,70 ,3 
3605,Elmlər Akademiyası m.,15000,3/5 ,65 ,3 
3606,Xətai r.,13500,12/16 ,60 ,2 
3607,Bakıxanov q.,15000,2/3 ,65 ,2 
3608,İçəri Şəhər m.,18000,4/5 ,73.9 ,3 
3609,Memar Əcəmi m.,9000,5/5 ,45 ,2 
3610,Qaraçuxur q.,12000,,300 ,
3611,Xırdalan,30000,,175 ,
3612,Nərimanov r.,16500,,160 ,5 
3613,20 Yanvar m.,15000,12/19 ,88 ,3 
3614,Səbail r.,36000,,100 ,4 
3615,Elmlər Akademiyası m.,10500,1/5 ,40 ,2 
3616,Gəncə,21000,,70 ,
3617,Səbail r.,40,9/10 ,40 ,2 
3618,Memar Əcəmi m.,30000,,60 ,
3619,8 Noyabr m.,21000,14/17 ,100 ,3 
3620,28 May m.,18000,4/10 ,120 ,3 
3621,Xutor q.,16500,7/17 ,95 ,3 
3622,Bakıxanov q.,12000,4/5 ,56 ,2 
3623,28 May m.,57000,,105 ,
3624,Sumqayıt,9000,4/5 ,75 ,3 
3625,Sumqayıt,15000,8/10 ,76 ,3 
3626,Nəriman Nərimanov m.,60000,,90 ,
3627,Binəqədi r.,27000,,180 ,3 
3628,Nəsimi r.,54000,5/17 ,210 ,4 
3629,Səbail r.,19500,1/3 ,140 ,4 
3630,Nərimanov r.,45000,12/14 ,165 ,3 
3631,Yasamal r.,26700,4/19 ,100 ,3 
3632,8 Noyabr m.,25500,9/20 ,145 ,3 
3633,Səbail r.,63000,2/33 ,150 ,3 
3634,Elmlər Akademiyası m.,36000,5/18 ,150 ,3 
3635,Nərimanov r.,15000,2/4 ,86 ,2 
3636,Qax,55,,50 ,3 
3637,Nizami m.,25500,3/3 ,48 ,2 
3638,Nizami r.,28500,6/10 ,178 ,3 
3639,Masazır q.,11100,2/12 ,50 ,2 
3640,İnşaatçılar m.,15000,,50 ,
3641,28 May m.,19500,4/10 ,90 ,3 
3642,Nəriman Nərimanov m.,21000,14/16 ,90 ,2 
3643,Nərimanov r.,7500,,60 ,3 
3644,Elmlər Akademiyası m.,13500,2/5 ,33 ,1 
3645,Bakıxanov q.,7500,,35 ,
3646,28 May m.,36000,1/16 ,178 ,4 
3647,Dərnəgül m.,252000,,1400 ,
3648,Biləcəri q.,6000,,20 ,1 
3649,Nizami m.,42000,14/17 ,202 ,4 
3650,Xırdalan,22500,,100 ,
3651,Nəriman Nərimanov m.,19500,2/5 ,120 ,4 
3652,İnşaatçılar m.,3000,,30 ,2 
3653,Nəsimi r.,28500,8/16 ,140 ,3 
3654,İnşaatçılar m.,14400,15/17 ,100 ,3 
3655,Səbail r.,225000,,150 ,
3656,Şah İsmayıl Xətai m.,30000,6/16 ,100 ,2 
3657,Həzi Aslanov q.,147000,,290 ,
3658,Sahil m.,117000,12/21 ,185 ,3 
3659,Şah İsmayıl Xətai m.,60,9/18 ,150 ,3 
3660,20 Yanvar m.,21000,3/20 ,130 ,3 
3661,Memar Əcəmi m.,15000,3/16 ,120 ,3 
3662,Səbail r.,75000,10/33 ,136 ,3 
3663,Memar Əcəmi m.,6000,,30 ,
3664,Nizami m.,10500,1/2 ,48 ,2 
3665,Badamdar q.,25500,14/16 ,100 ,2 
3666,Memar Əcəmi m.,12000,1/9 ,65 ,2 
3667,7-ci mikrorayon q.,15000,1/9 ,50 ,2 
3668,Yasamal r.,33000,7/16 ,110 ,3 
3669,Sahil m.,27000,2/5 ,65 ,2 
3670,İnşaatçılar m.,54000,,140 ,5 
3671,Nizami m.,54000,,140 ,5 
3672,Yasamal r.,30000,15/27 ,101 ,2 
3673,28 May m.,45000,16/22 ,140 ,4 
3674,Sahil m.,30000,2/6 ,70 ,3 
3675,Şəki,6000,,40 ,
3676,Nərimanov r.,300000,,1400 ,4 
3677,Nəsimi r.,21000,10/18 ,100 ,2 
3678,İçəri Şəhər m.,120000,,200 ,5 
3679,İnşaatçılar m.,21000,6/17 ,110 ,3 
3680,Nəsimi r.,45000,22/27 ,140 ,3 
3681,Qara Qarayev m.,60000,,650 ,7 
3682,Gənclik m.,21000,11/19 ,65 ,2 
3683,Şah İsmayıl Xətai m.,24000,,50 ,
3684,20 Yanvar m.,21000,10/20 ,100 ,3 
3685,Şah İsmayıl Xətai m.,21000,7/18 ,100 ,3 
3686,Nəriman Nərimanov m.,19500,9/14 ,90 ,2 
3687,28 May m.,27000,11/18 ,65 ,2 
3688,Elmlər Akademiyası m.,15000,1/5 ,45 ,2 
3689,Yasamal r.,24000,14/27 ,60 ,2 
3690,Nəsimi r.,21000,5/22 ,90 ,3 
3691,Yasamal r.,30000,10/27 ,100 ,2 
3692,Şah İsmayıl Xətai m.,36000,15/20 ,90 ,2 
3693,Gənclik m.,15000,4/5 ,50 ,2 
3694,Gənclik m.,75000,,240 ,
3695,Şəmkir,9000,4/5 ,103.6 ,3 
3696,20 Yanvar m.,66000,,180 ,
3697,8 Noyabr m.,25500,9/20 ,145 ,3 
3698,Nəriman Nərimanov m.,19500,5/5 ,90 ,3 
3699,20 Yanvar m.,21000,3/20 ,123 ,3 
3700,Nəsimi r.,24000,4/19 ,80 ,2 
3701,Sahil m.,16500,2/6 ,60 ,2 
3702,Yasamal r.,21000,3/22 ,123 ,3 
3703,Nərimanov r.,16500,13/16 ,60 ,2 
3704,Yasamal r.,14400,15/18 ,100 ,3 
3705,Nərimanov r.,36000,15/18 ,130 ,3 
3706,Binəqədi r.,90000,,1200 ,
3707,Xətai r.,45000,2/10 ,170 ,3 
3708,Sahil m.,25500,,60 ,
3709,Yasamal r.,27000,8/27 ,60 ,2 
3710,20 Yanvar m.,21000,15/17 ,100 ,2 
3711,20 Yanvar m.,22500,10/20 ,95 ,3 
3712,20 Yanvar m.,21000,15/17 ,101 ,2 
3713,Şah İsmayıl Xətai m.,1800000,,2500 ,
3714,Xətai r.,64800,3/7 ,180 ,4 
3715,Nizami m.,84000,,115 ,5 
3716,Nəsimi r.,105000,3/30 ,180 ,3 
3717,28 May m.,36000,17/19 ,150 ,3 
3718,Şah İsmayıl Xətai m.,45000,,110 ,3 
3719,Nəsimi r.,105000,9/30 ,140 ,3 
3720,Masazır q.,6600,1/1 ,45 ,2 
3721,Gənclik m.,30000,,28 ,
3722,Nəriman Nərimanov m.,22500,12/15 ,91 ,2 
3723,Nəsimi r.,21000,3/22 ,123 ,3 
3724,Nəsimi r.,21000,5/18 ,86 ,3 
3725,Şah İsmayıl Xətai m.,24000,7/16 ,100 ,2 
3726,Zabrat q.,48000,,375 ,8 
3727,Nəsimi r.,24000,3/18 ,90 ,2 
3728,Sahil m.,60000,3/4 ,105 ,3 
3729,Yeni Yasamal q.,18000,2/10 ,100 ,3 
3730,8 Noyabr m.,25500,8/18 ,144 ,4 
3731,Elmlər Akademiyası m.,26700,4/19 ,100 ,3 
3732,28 May m.,44970,18/23 ,150 ,4 
3733,Şah İsmayıl Xətai m.,42000,15/20 ,110 ,3 
3734,Nərimanov r.,51000,,130 ,7 
3735,Şah İsmayıl Xətai m.,24000,6/16 ,100 ,2 
3736,28 May m.,45000,17/22 ,140 ,4 
3737,İnşaatçılar m.,15000,,55 ,
3738,Şah İsmayıl Xətai m.,69000,,200 ,
3739,Nərimanov r.,30000,8/18 ,119 ,3 
3740,İçəri Şəhər m.,22470,1/2 ,75 ,3 
3741,Günəşli q.,300000,,1500 ,
3742,Şah İsmayıl Xətai m.,39000,13/17 ,145 ,3 
3743,Şah İsmayıl Xətai m.,42000,16/18 ,180 ,4 
3744,Gənclik m.,15000,5/9 ,60 ,3 
3745,Yasamal r.,21000,3/22 ,140 ,3 
3746,Sahil m.,9000,,15 ,
3747,20 Yanvar m.,13500,3/9 ,51 ,2 
3748,Şah İsmayıl Xətai m.,36000,3/10 ,170 ,3 
3749,Nəsimi r.,22500,,100 ,2 
3750,Nərimanov r.,21000,13/16 ,130 ,3 
3751,Nərimanov r.,45000,15/20 ,220 ,3 
3752,Şah İsmayıl Xətai m.,71970,9/21 ,110 ,3 
3753,Nərimanov r.,36000,6/17 ,200 ,4 
3754,Nəsimi r.,30000,12/20 ,110 ,2 
3755,20 Yanvar m.,21000,3/18 ,145 ,3 
3756,28 May m.,18000,4/9 ,120 ,4 
3757,Nəriman Nərimanov m.,19500,5/5 ,95 ,3 
3758,İçəri Şəhər m.,25500,7/16 ,65 ,2 
3759,Nəsimi r.,45000,9/27 ,160 ,3 
3760,Yasamal r.,14400,5/5 ,35 ,2 
3761,Nəsimi r.,30000,9/16 ,114 ,2 
3762,28 May m.,45000,17/22 ,135 ,4 
3763,Nəsimi r.,57000,,200 ,
3764,Nəsimi r.,30000,2/6 ,60 ,3 
3765,Şah İsmayıl Xətai m.,24000,6/16 ,110 ,2 
3766,Nərimanov r.,19500,15/19 ,105 ,2 
3767,Xırdalan,7500,5/11 ,37 ,1 
3768,Nəriman Nərimanov m.,15000,4/10 ,65 ,3 
3769,Nəsimi r.,21000,14/17 ,100 ,2 
3770,28 May m.,22500,4/9 ,100 ,3 
3771,Yasamal r.,21000,3/22 ,140 ,3 
3772,Nəriman Nərimanov m.,17970,5/5 ,100 ,3 
3773,20 Yanvar m.,22500,11/20 ,100 ,3 
3774,Şah İsmayıl Xətai m.,30000,11/16 ,140 ,4 
3775,İnşaatçılar m.,30000,4/19 ,95 ,3 
3776,Nəriman Nərimanov m.,15000,5/17 ,63 ,2 
3777,Masazır q.,13500,,140 ,4 
3778,M.Ə.Rəsulzadə q.,24000,,262 ,7 
3779,Yeni Yasamal q.,16500,,70 ,
3780,Yeni Yasamal q.,9000,5/9 ,55 ,2 
3781,İnşaatçılar m.,13500,1/5 ,30 ,2 
3782,Şah İsmayıl Xətai m.,30000,8/16 ,120 ,3 
3783,Xətai r.,60000,5/6 ,240 ,5 
3784,Şah İsmayıl Xətai m.,30000,11/22 ,70 ,2 
3785,Nəsimi r.,25500,8/18 ,148 ,4 
3786,Nərimanov r.,16500,7/12 ,98 ,2 
3787,Nəsimi r.,21000,6/23 ,90 ,3 
3788,Şah İsmayıl Xətai m.,27000,4/18 ,95 ,3 
3789,İçəri Şəhər m.,330000,,200 ,
3790,Nizami m.,21000,4/16 ,145 ,3 
3791,Şah İsmayıl Xətai m.,25500,16/16 ,110 ,2 
3792,Şah İsmayıl Xətai m.,24000,6/16 ,91 ,2 
3793,Nərimanov r.,30000,4/16 ,171 ,4 
3794,Nərimanov r.,45000,9/10 ,350 ,4 
3795,Nizami m.,30000,12/16 ,125 ,3 
3796,Şah İsmayıl Xətai m.,24000,6/16 ,100 ,2 
3797,Nəriman Nərimanov m.,19500,5/5 ,95 ,3 
3798,Nəriman Nərimanov m.,15000,3/9 ,90 ,3 
3799,Sahil m.,39000,10/12 ,160 ,3 
3800,İnşaatçılar m.,75000,,100 ,
3801,Qara Qarayev m.,15000,13/17 ,64 ,2 
3802,Gənclik m.,30000,5/18 ,198 ,4 
3803,Səbail r.,75000,,65 ,
3804,Sahil m.,51000,16/18 ,145 ,3 
3805,Nəsimi r.,15000,8/16 ,75 ,2 
3806,Nəsimi r.,30000,10/27 ,100 ,2 
3807,28 May m.,75000,,65 ,
3808,Nərimanov r.,90000,,100 ,
3809,Yasamal r.,30000,10/27 ,100 ,2 
3810,28 May m.,24000,5/16 ,85 ,2 
3811,Əhmədli m.,9000,,18 ,1 
3812,Nəsimi r.,51000,5/23 ,220 ,4 
3813,Nəriman Nərimanov m.,24000,4/16 ,100 ,3 
3814,Nərimanov r.,54000,,170 ,5 
3815,Xətai r.,28500,16/17 ,105 ,3 
3816,Şah İsmayıl Xətai m.,24000,13/16 ,56 ,2 
3817,Nəsimi r.,180000,,530 ,4 
3818,28 May m.,48000,3/17 ,180 ,4 
3819,İnşaatçılar m.,13500,8/16 ,67 ,2 
3820,8 Noyabr m.,15000,1/9 ,70 ,3 
3821,28 May m.,24000,11/22 ,140 ,3 
3822,Sahil m.,165000,,300 ,
3823,Şah İsmayıl Xətai m.,24000,7/16 ,80 ,2 
3824,Nəsimi r.,24000,4/16 ,80 ,2 
3825,Nəriman Nərimanov m.,24000,10/17 ,110 ,3 
3826,İnşaatçılar m.,16500,3/5 ,70 ,3 
3827,Əhmədli m.,10500,2/9 ,70 ,3 
3828,Yasamal r.,30000,10/27 ,100 ,2 
3829,Yeni Günəşli q.,9000,7/9 ,45 ,2 
3830,20 Yanvar m.,13500,3/5 ,50 ,2 
3831,İnşaatçılar m.,18000,9/12 ,105 ,2 
3832,Bakıxanov q.,39000,,400 ,5 
3833,8 Noyabr m.,18600,7/18 ,50 ,2 
3834,Nərimanov r.,15000,4/9 ,65 ,3 
3835,Elmlər Akademiyası m.,30000,9/17 ,100 ,3 
3836,Nizami m.,30000,12/17 ,125 ,3 
3837,Xırdalan,60000,,180 ,
3838,20 Yanvar m.,30000,2/16 ,210 ,4 
3839,Sahil m.,24000,3/3 ,100 ,3 
3840,Həzi Aslanov m.,9450,13/16 ,57 ,2 
3841,Nəriman Nərimanov m.,30000,8/17 ,118 ,3 
3842,Elmlər Akademiyası m.,30000,12/16 ,100 ,3 
3843,İçəri Şəhər m.,48000,,110 ,3 
3844,İçəri Şəhər m.,36000,,60 ,
3845,Elmlər Akademiyası m.,12000,5/5 ,30 ,1 
3846,Həzi Aslanov q.,13500,2/17 ,128 ,3 
3847,Həzi Aslanov q.,13500,7/16 ,100 ,2 
3848,Şah İsmayıl Xətai m.,24000,6/16 ,100 ,2 
3849,Şah İsmayıl Xətai m.,22500,6/16 ,100 ,2 
3850,Nəsimi r.,22500,11/22 ,140 ,3 
3851,Nəsimi r.,102000,4/16 ,178 ,3 
3852,Gənclik m.,30000,8/17 ,120 ,3 
3853,Səbail r.,36000,3/5 ,60 ,3 
3854,Sahil m.,18000,3/3 ,75 ,3 
3855,Qara Qarayev m.,40,17/17 ,40 ,2 
3856,Nəsimi r.,45000,17/22 ,105 ,3 
3857,Şah İsmayıl Xətai m.,30000,12/16 ,112 ,3 
3858,Səbail r.,105000,,300 ,4 
3859,Dərnəgül m.,16500,7/18 ,77 ,3 
3860,Şah İsmayıl Xətai m.,36000,14/21 ,72 ,2 
3861,Nəsimi r.,33000,12/21 ,113 ,2 
3862,Şah İsmayıl Xətai m.,39000,6/17 ,80 ,2 
3863,Gənclik m.,19500,5/5 ,105 ,4 
3864,9-cu mikrorayon q.,75000,,120 ,
3865,Şah İsmayıl Xətai m.,36000,12/19 ,95 ,2 
3866,20 Yanvar m.,15000,7/16 ,95 ,2 
3867,Səbail r.,60000,1/27 ,85 ,2 
3868,Nəsimi r.,15900,7/17 ,90 ,2 
3869,28 May m.,13500,2/3 ,40 ,2 
3870,Nərimanov r.,54000,,210 ,4 
3871,Şah İsmayıl Xətai m.,45000,7/18 ,150 ,3 
3872,Nəsimi r.,75000,11/22 ,230 ,4 
3873,Şah İsmayıl Xətai m.,450000,,700 ,
3874,8 Noyabr m.,27000,12/19 ,150 ,3 
3875,Həzi Aslanov m.,18000,11/17 ,125 ,3 
3876,28 May m.,20970,7/17 ,160 ,3 
3877,Gənclik m.,19500,5/5 ,104 ,4 
3878,Nərimanov r.,10500,,30 ,1 
3879,8 Noyabr m.,24000,9/19 ,150 ,2 
3880,Qara Qarayev m.,21000,14/16 ,124 ,3 
3881,8 Noyabr m.,22500,13/18 ,68 ,2 
3882,İnşaatçılar m.,21000,3/16 ,100 ,3 
3883,Nəsimi r.,69000,2/29 ,137 ,3 
3884,Nərimanov r.,13500,,45 ,1 
3885,Nərimanov r.,24000,11/17 ,100 ,3 
3886,Elmlər Akademiyası m.,120000,,90 ,
3887,Şah İsmayıl Xətai m.,42000,14/20 ,110 ,3 
3888,Qəbələ,120,,220 ,4 
3889,Xətai r.,27000,6/16 ,150 ,3 
3890,Nəriman Nərimanov m.,19500,5/14 ,63 ,2 
3891,Nərimanov r.,18000,3/5 ,75 ,3 
3892,Şah İsmayıl Xətai m.,42000,15/20 ,110 ,3 
3893,28 May m.,33000,2/17 ,200 ,3 
3894,20 Yanvar m.,18000,9/19 ,100 ,2 
3895,Nərimanov r.,19500,6/16 ,120 ,3 
3896,Elmlər Akademiyası m.,24000,13/17 ,100 ,2 
3897,Nəsimi r.,90000,,220 ,
3898,Binəqədi r.,30000,,150 ,
3899,Gənclik m.,19500,15/18 ,105 ,2 
3900,Sahil m.,36000,11/11 ,130 ,3 
3901,Nəsimi r.,21000,5/23 ,87 ,3 
3902,Xətai r.,72000,,80 ,
3903,Xəzər r.,60000,,580 ,
3904,Şah İsmayıl Xətai m.,15000,5/16 ,92 ,2 
3905,İçəri Şəhər m.,90000,8/14 ,180 ,4 
3906,Nəriman Nərimanov m.,39000,9/16 ,160 ,4 
3907,Şah İsmayıl Xətai m.,27000,6/16 ,140 ,3 
3908,Nəriman Nərimanov m.,31500,2/5 ,110 ,3 
3909,Şah İsmayıl Xətai m.,19500,14/16 ,60 ,2 
3910,İçəri Şəhər m.,51000,,170 ,
3911,Elmlər Akademiyası m.,27000,2/16 ,205 ,4 
3912,Şah İsmayıl Xətai m.,30000,18/19 ,80 ,2 
3913,Şah İsmayıl Xətai m.,30000,20/24 ,154 ,3 
3914,28 May m.,24000,14/17 ,145 ,3 
3915,Memar Əcəmi m.,15000,3/5 ,55 ,2 
3916,Nəriman Nərimanov m.,36000,9/16 ,160 ,4 
3917,Biləcəri q.,9000,14/17 ,45 ,1 
3918,Nəsimi r.,30000,9/18 ,100 ,2 
3919,İçəri Şəhər m.,30000,2/4 ,60 ,3 
3920,İnşaatçılar m.,12000,6/9 ,40 ,2 
3921,Memar Əcəmi m.,13500,4/5 ,55 ,2 
3922,Sahil m.,51000,,120 ,
3923,Nəriman Nərimanov m.,60000,,120 ,
3924,Nəriman Nərimanov m.,19500,5/14 ,100 ,3 
3925,İçəri Şəhər m.,12000,,35 ,
3926,Nəsimi r.,21000,5/23 ,86 ,3 
3927,Memar Əcəmi m.,13500,4/5 ,50 ,2 
3928,Gənclik m.,39000,4/20 ,190 ,4 
3929,Xırdalan,90000,,500 ,
3930,İçəri Şəhər m.,75000,,130 ,
3931,28 May m.,21000,6/17 ,150 ,3 
3932,Qara Qarayev m.,12000,14/17 ,60 ,2 
3933,Nəsimi m.,15000,11/18 ,90 ,2 
3934,28 May m.,48000,,68 ,
3935,Novxanı q.,210000,,2000 ,
3936,Nərimanov r.,135000,,300 ,9 
3937,Sahil m.,30000,12/16 ,125 ,3 
3938,Nəsimi r.,27000,11/17 ,65 ,2 
3939,8 Noyabr m.,18600,5/12 ,60 ,2 
3940,Səbail r.,16500,3/9 ,65 ,3 
3941,Azadlıq Prospekti m.,15000,6/9 ,70 ,3 
3942,Nəsimi r.,75000,13/18 ,205 ,4 
3943,Nəriman Nərimanov m.,111000,,307 ,1 
3944,Yeni Yasamal q.,15000,9/21 ,80 ,3 
3945,20 Yanvar m.,15000,3/5 ,55 ,2 
3946,Qəbələ,150,,180 ,6 
3947,Nizami m.,300000,,800 ,6 
3948,Nəsimi r.,10500,1/5 ,70 ,3 
3949,20 Yanvar m.,15000,3/5 ,55 ,2 
3950,20 Yanvar m.,13500,9/20 ,45 ,2 
3951,Gənclik m.,18000,5/5 ,105 ,4 
3952,Bayıl q.,15000,5/5 ,45 ,2 
3953,Səbail r.,13500,2/3 ,54 ,2 
3954,Nəsimi r.,30000,10/27 ,107 ,2 
3955,Elmlər Akademiyası m.,23700,14/16 ,110 ,3 
3956,Şah İsmayıl Xətai m.,24000,6/16 ,100 ,2 
3957,Səbail r.,15000,3/4 ,50 ,1 
3958,Nəsimi r.,48000,,200 ,4 
3959,İçəri Şəhər m.,75000,,130 ,
3960,Gənclik m.,15000,4/5 ,52 ,2 
3961,Nəsimi r.,24000,14/17 ,140 ,3 
3962,Hövsan q.,7500,5/5 ,40 ,1 
3963,Nəsimi r.,30000,17/19 ,150 ,3 
3964,Nizami m.,30000,12/18 ,125 ,3 
3965,Xəzər r.,90000,,320 ,
3966,Nəsimi r.,24000,7/27 ,110 ,2 
3967,Nəsimi r.,30000,16/20 ,150 ,3 
3968,Nərimanov r.,30000,6/16 ,185 ,4 
3969,Nərimanov r.,21000,5/23 ,88 ,3 
3970,Nizami m.,30000,,55 ,2 
3971,Nizami m.,24600,10/18 ,120 ,2 
3972,Sahil m.,75000,,80 ,
3973,Badamdar q.,39000,11/20 ,155 ,3 
3974,Nizami m.,22500,,90 ,2 
3975,Həzi Aslanov q.,13500,9/9 ,85 ,3 
3976,Həzi Aslanov m.,12000,5/9 ,55 ,2 
3977,Yasamal r.,19500,12/16 ,130 ,3 
3978,Sahil m.,23970,3/3 ,110 ,3 
3979,Şah İsmayıl Xətai m.,1110000,,2000 ,
3980,Şah İsmayıl Xətai m.,22500,6/16 ,90 ,2 
3981,20 Yanvar m.,36000,2/16 ,210 ,4 
3982,7-ci mikrorayon q.,18000,5/17 ,85 ,3 
3983,Elmlər Akademiyası m.,42000,4/18 ,160 ,3 
3984,Maştağa q.,21000,,240 ,4 
3985,Yasamal r.,12000,4/5 ,33 ,1 
3986,Şah İsmayıl Xətai m.,24000,6/16 ,100 ,2 
3987,Nəriman Nərimanov m.,16500,6/12 ,98 ,2 
3988,Nəsimi r.,15000,5/6 ,73 ,3 
3989,Şah İsmayıl Xətai m.,22500,6/16 ,99 ,2 
3990,Nizami m.,12000,2/16 ,101 ,3 
3991,Qaraçuxur q.,12000,9/9 ,70 ,3 
3992,Nəsimi r.,25500,7/13 ,180 ,4 
3993,Nizami r.,12000,9/9 ,50 ,2 
3994,Qara Qarayev m.,150000,,546 ,
3995,Nərimanov r.,15000,15/17 ,45 ,1 
3996,Nizami m.,30000,12/16 ,125 ,3 
3997,Yasamal r.,13500,9/16 ,45 ,1 
3998,Memar Əcəmi m.,10500,4/9 ,50 ,2 
3999,Elmlər Akademiyası m.,75000,,60 ,
4000,Hövsan q.,48000,,140 ,
4001,İçəri Şəhər m.,21000,,25 ,2 
4002,Nizami m.,27000,5/14 ,100 ,2 
4003,28 May m.,15000,1/3 ,72 ,3 
4004,Memar Əcəmi m.,150000,,90 ,
4005,Neftçilər m.,90000,,500 ,
4006,Zabrat q.,6000,,70 ,2 
4007,İnşaatçılar m.,1200000,,3660 ,
4008,Nərimanov r.,15000,,30 ,
4009,8-ci mikrorayon q.,51000,,160 ,7 
4010,Şah İsmayıl Xətai m.,22500,6/16 ,100 ,2 
4011,Koroğlu m.,4500,4/4 ,50 ,1 
4012,Əhmədli m.,4500,,36 ,2 
4013,Şah İsmayıl Xətai m.,22500,7/16 ,110 ,2 
4014,Binə q.,9000,,60 ,2 
4015,Nəsimi r.,12000,,80 ,3 
4016,Sahil m.,27000,2/5 ,80 ,3 
4017,Şah İsmayıl Xətai m.,50,9/18 ,125 ,3 
4018,28 May m.,16500,5/5 ,70 ,2 
4019,Memar Əcəmi m.,12000,4/5 ,50 ,2 
4020,Sabunçu q.,7500,,48 ,2 
4021,Maştağa q.,5400,,90 ,3 
4022,Nəriman Nərimanov m.,18000,5/5 ,100 ,3 
4023,Nizami m.,28500,13/18 ,120 ,3 
4024,28 May m.,36000,11/22 ,130 ,3 
4025,Şah İsmayıl Xətai m.,42000,15/20 ,110 ,3 
4026,Yasamal r.,24000,8/27 ,106 ,2 
4027,Şah İsmayıl Xətai m.,42000,12/21 ,110 ,3 
4028,Nəsimi r.,22500,13/17 ,95 ,2 
4029,Gənclik m.,19500,2/5 ,120 ,3 
4030,Həzi Aslanov q.,10500,10/16 ,53 ,2 
4031,Nəsimi r.,22500,,60 ,2 
4032,Sumqayıt,3000,1/5 ,75 ,3 
4033,İnşaatçılar m.,15000,,55 ,
4034,Dərnəgül m.,60000,,300 ,
4035,İçəri Şəhər m.,30000,4/5 ,150 ,4 
4036,Neftçilər m.,90000,,300 ,
4037,28 May m.,60000,,220 ,5 
4038,İnşaatçılar m.,9000,,15 ,
4039,Nəsimi m.,14250,,140 ,
4040,Bakıxanov q.,9000,,100 ,5 
4041,Badamdar q.,60000,,300 ,5 
4042,Zağulba q.,170,,250 ,
4043,Nəsimi r.,16500,1/5 ,80 ,3 
4044,Nərimanov r.,21000,6/11 ,105 ,3 
4045,Həzi Aslanov m.,120000,,400 ,
4046,Şah İsmayıl Xətai m.,40,5/5 ,110 ,2 
4047,Xətai r.,24000,6/16 ,100 ,2 
4048,İçəri Şəhər m.,90000,8/14 ,180 ,4 
4049,Qara Qarayev m.,45,17/17 ,100 ,2 
4050,Qara Qarayev m.,45,5/17 ,70 ,2 
4051,Şah İsmayıl Xətai m.,90000,1/30 ,170 ,3 
4052,Nəsimi r.,25500,6/17 ,130 ,3 
4053,Elmlər Akademiyası m.,22500,4/9 ,100 ,3 
4054,Nəsimi r.,21000,5/22 ,90 ,3 
4055,Xırdalan,10500,2/6 ,43 ,2 
4056,Şah İsmayıl Xətai m.,50,5/18 ,110 ,2 
4057,20 Yanvar m.,15000,3/20 ,60 ,2 
4058,20-ci sahə q.,180000,,4500 ,
4059,Elmlər Akademiyası m.,45000,5/16 ,169 ,4 
4060,Nərimanov r.,21000,6/14 ,150 ,3 
4061,Gənclik m.,30000,8/18 ,120 ,3 
4062,Həzi Aslanov m.,16500,6/16 ,120 ,3 
4063,20 Yanvar m.,9000,3/5 ,60 ,2 
4064,Nərimanov r.,21000,5/23 ,87 ,3 
4065,Nəsimi r.,54000,,200 ,
4066,Nəsimi r.,27000,11/17 ,65 ,2 
4067,Yasamal q.,12000,5/5 ,38 ,1 
4068,Nəsimi r.,21000,5/23 ,90 ,3 
4069,Neftçilər m.,15000,1/5 ,50 ,2 
4070,Yasamal r.,30000,11/27 ,98 ,2 
4071,Nəsimi r.,24000,14/17 ,140 ,3 
4072,Səbail r.,40,14/16 ,80 ,2 
4073,Sahil m.,40,3/7 ,100 ,3 
4074,Şah İsmayıl Xətai m.,45000,15/25 ,188 ,3 
4075,İçəri Şəhər m.,18000,1/5 ,70 ,2 
4076,Nəsimi r.,41970,,150 ,3 
4077,Səbail r.,39000,8/14 ,78 ,2 
4078,Sahil m.,27000,4/4 ,80 ,3 
4079,Gənclik m.,30000,8/17 ,119 ,3 
4080,20 Yanvar m.,150000,,560 ,
4081,28 May m.,360000,,600 ,0 
4082,Nəriman Nərimanov m.,60000,,115 ,
4083,Yasamal r.,90000,13/23 ,216 ,4 
4084,Nəriman Nərimanov m.,24000,6/18 ,100 ,3 
4085,Nəsimi r.,15000,7/16 ,93 ,2 
4086,İçəri Şəhər m.,111000,,200 ,5 
