,Locations,Prices,Floor,Area,Rooms,Rent
7313,Türkan q.,71999,,288.0,,0.0
7314,Nəriman Nərimanov m.,156000,3/10 ,90.0,3.0,0.0
7315,İnşaatçılar m.,60000,5/5 ,35.0,1.0,0.0
7316,Sabunçu q.,26000,,100.0,4.0,0.0
7317,Xətai r.,99000,,180.0,6.0,0.0
7318,Nərimanov r.,67000,4/5 ,34.0,1.0,0.0
7319,Mərdəkan q.,750000,,500.0,,0.0
7320,İçəri Şəhər m.,178000,3/3 ,70.0,2.0,0.0
7321,Nəriman Nərimanov m.,66000,4/5 ,35.0,1.0,0.0
7322,Nəsimi r.,450000,,1000.0,,0.0
7323,Binəqədi q.,42000,,80.0,4.0,0.0
7324,Nəriman Nərimanov m.,282000,10/20 ,157.0,3.0,0.0
7325,Xəzər r.,490000,,1100.0,,0.0
7326,Nəriman Nərimanov m.,200000,3/19 ,140.0,3.0,0.0
7327,Nəriman Nərimanov m.,158000,8/19 ,84.0,2.0,0.0
7328,Göyçay,40000,,86.7,4.0,0.0
7329,Ucar,35000,,60.3,2.0,0.0
7330,Kürdəmir,30000,,102.5,2.0,0.0
7331,Kürdəmir,23000,1/2 ,60.9,2.0,0.0
7332,Göyçay,43000,2/5 ,70.7,3.0,0.0
7333,8 Noyabr m.,117000,2/15 ,62.0,2.0,0.0
7334,Göyçay,35000,,141.7,3.0,0.0
7335,Qax,70000,,128.6,6.0,0.0
7336,Qax,40000,,152.1,4.0,0.0
7337,Nəriman Nərimanov m.,130000,3/5 ,70.0,3.0,0.0
7338,Nəriman Nərimanov m.,205000,11/18 ,97.0,3.0,0.0
7339,Yeni Yasamal q.,149000,9/13 ,136.0,3.0,0.0
7340,Şüvəlan q.,190000,,160.0,,0.0
7341,Nəriman Nərimanov m.,157000,11/16 ,92.0,2.0,0.0
7342,Nəsimi r.,265000,,31.0,,0.0
7343,Əhmədli m.,100000,7/9 ,81.0,3.0,0.0
7344,Nəriman Nərimanov m.,145000,2/10 ,110.0,3.0,0.0
7345,Elmlər Akademiyası m.,147000,4/5 ,60.0,2.0,0.0
7346,Xırdalan,100000,5/13 ,93.0,3.0,0.0
7347,Mərdəkan q.,350000,,300.0,,0.0
7348,Binəqədi r.,315000,10/13 ,210.0,4.0,0.0
7349,Nəsimi r.,255000,15/16 ,131.0,3.0,0.0
7350,Xətai r.,230000,4/7 ,81.0,2.0,0.0
7351,28 May m.,137500,5/5 ,80.0,3.0,0.0
7352,Nəriman Nərimanov m.,114000,5/5 ,90.0,4.0,0.0
7353,Nərimanov r.,124000,14/16 ,70.0,2.0,0.0
7354,Bakıxanov q.,155000,5/14 ,75.0,2.0,0.0
7355,Hökməli q.,10000,,200.0,,0.0
7356,Yasamal r.,315000,15/23 ,153.0,3.0,0.0
7357,Nəriman Nərimanov m.,122000,7/10 ,75.0,2.0,0.0
7358,Memar Əcəmi m.,89000,3/5 ,75.0,3.0,0.0
7359,Yasamal r.,303000,5/20 ,154.0,3.0,0.0
7360,Nərimanov r.,158000,10/17 ,92.0,2.0,0.0
7361,Nizami m.,235000,19/20 ,173.0,3.0,0.0
7362,İçəri Şəhər m.,100000,2/2 ,50.0,2.0,0.0
7363,Nərimanov r.,123000,4/10 ,73.2,1.0,0.0
7364,Həzi Aslanov q.,148500,12/20 ,126.0,3.0,0.0
7365,Memar Əcəmi m.,88000,4/5 ,70.0,2.0,0.0
7366,20 Yanvar m.,110000,11/22 ,105.0,2.0,0.0
7367,Bakıxanov q.,1987000,,828.0,,0.0
7368,Elmlər Akademiyası m.,250000,9/16 ,118.0,3.0,0.0
7369,Həzi Aslanov q.,130000,17/17 ,130.0,3.0,0.0
7370,Xətai r.,254100,5/7 ,121.0,3.0,0.0
7371,Mərdəkan q.,245000,,180.0,,0.0
7372,Sahil m.,120000,4/4 ,65.5,2.0,0.0
7373,Qara Qarayev m.,160000,12/17 ,98.0,3.0,0.0
7374,Nəriman Nərimanov m.,85000,1/9 ,42.0,2.0,0.0
7375,Əhmədli m.,82000,10/19 ,52.0,1.0,0.0
7376,Memar Əcəmi m.,108000,2/5 ,75.0,3.0,0.0
7377,Quba,48000,,150.0,4.0,0.0
7378,Neftçilər m.,125000,2/17 ,86.0,3.0,0.0
7379,Nəsimi r.,450000,,222.0,,0.0
7380,Şüvəlan q.,270000,,308.0,,0.0
7381,Buzovna q.,99000,,2850.0,,0.0
7382,Masazır q.,28000,,90.0,3.0,0.0
7383,Yeni Yasamal q.,135000,5/9 ,120.0,5.0,0.0
7384,Mərdəkan q.,350000,,200.0,,0.0
7385,Buzovna q.,390000,,250.0,5.0,0.0
7386,İçəri Şəhər m.,120000,4/4 ,61.0,2.0,0.0
7387,Nəriman Nərimanov m.,180000,10/16 ,93.0,3.0,0.0
7388,Qara Qarayev m.,160000,11/17 ,126.5,3.0,0.0
7389,Nəsimi r.,155000,2/5 ,75.0,3.0,0.0
7390,Şüvəlan q.,260000,,2900.0,,0.0
7391,28 May m.,249000,11/12 ,120.0,3.0,0.0
7392,Nəriman Nərimanov m.,165000,14/20 ,96.0,2.0,0.0
7393,Elmlər Akademiyası m.,160000,6/20 ,84.0,2.0,0.0
7394,Gənclik m.,95500,3/5 ,45.0,2.0,0.0
7395,Nizami m.,224000,17/20 ,135.0,3.0,0.0
7396,Elmlər Akademiyası m.,250000,9/16 ,118.0,3.0,0.0
7397,Bilgəh q.,884000,,2500.0,,0.0
7398,Xətai r.,400000,13/20 ,166.0,3.0,0.0
7399,İnşaatçılar m.,75000,4/5 ,60.0,2.0,0.0
7400,Azadlıq Prospekti m.,160000,8/17 ,132.0,3.0,0.0
7401,Yasamal r.,235000,13/20 ,119.0,3.0,0.0
7402,Xırdalan,67000,16/16 ,58.0,2.0,0.0
7403,Əhmədli q.,120000,2/20 ,110.0,3.0,0.0
7404,Şah İsmayıl Xətai m.,420000,15/17 ,150.0,3.0,0.0
7405,Nərimanov r.,94500,3/9 ,80.0,3.0,0.0
7406,Suraxanı r.,111640,11/11 ,114.0,3.0,0.0
7407,Qara Qarayev m.,216000,5/17 ,119.0,3.0,0.0
7408,Gənclik m.,1499000,,210.0,,0.0
7409,Memar Əcəmi m.,112000,3/9 ,90.0,3.0,0.0
7410,Şah İsmayıl Xətai m.,400000,5/16 ,158.0,5.0,0.0
7411,Nəsimi r.,165000,2/14 ,103.0,2.0,0.0
7412,Binəqədi q.,98000,,130.0,3.0,0.0
7413,Badamdar q.,192000,5/12 ,160.0,4.0,0.0
7414,Qara Qarayev m.,195000,6/14 ,125.0,3.0,0.0
7415,Nəsimi m.,550000,,360.0,8.0,0.0
7416,Nəsimi r.,1280000,,1500.0,,0.0
7417,Həzi Aslanov q.,114000,2/9 ,100.0,4.0,0.0
7418,Nərimanov r.,165000,13/18 ,77.0,2.0,0.0
7419,Yasamal r.,207000,13/17 ,120.0,3.0,0.0
7420,Nəriman Nərimanov m.,270000,4/14 ,150.0,4.0,0.0
7421,Əhmədli m.,118000,,100.0,,0.0
7422,Qusar,31000,,300.0,,0.0
7423,Nəriman Nərimanov m.,200000,16/19 ,130.0,3.0,0.0
7424,Memar Əcəmi m.,67000,4/5 ,35.0,1.0,0.0
7425,Mərdəkan q.,119000,,100.0,,0.0
7426,Nərimanov r.,175000,7/16 ,98.0,3.0,0.0
7427,Xalqlar Dostluğu m.,132000,15/16 ,100.0,3.0,0.0
7428,İnşaatçılar m.,63000,5/5 ,45.0,1.0,0.0
7429,Yasamal r.,372000,11/20 ,186.0,3.0,0.0
7430,İnşaatçılar m.,119000,1/5 ,75.0,3.0,0.0
7431,Yasamal r.,150000,14/19 ,110.0,3.0,0.0
7432,İnşaatçılar m.,128000,14/17 ,102.1,2.0,0.0
7433,Yasamal r.,527000,5/20 ,200.0,4.0,0.0
7434,Şah İsmayıl Xətai m.,108000,6/16 ,52.0,2.0,0.0
7435,Gənclik m.,134500,8/9 ,80.0,3.0,0.0
7436,9-cu mikrorayon q.,935000,,182.0,,0.0
7437,Nəsimi r.,144000,5/6 ,94.5,2.0,0.0
7438,Xalqlar Dostluğu m.,109000,8/9 ,60.0,2.0,0.0
7439,Mərdəkan q.,245000,,100.0,,0.0
7440,Şah İsmayıl Xətai m.,320000,10/11 ,220.0,5.0,0.0
7441,Şüvəlan q.,180000,,140.0,,0.0
7442,Pirşağı q.,30000,,400.0,,0.0
7443,Mərdəkan q.,215000,,170.0,,0.0
7444,Gənclik m.,915000,2/12 ,380.0,8.0,0.0
7445,İnşaatçılar m.,117000,2/9 ,70.0,2.0,0.0
7446,Nəsimi r.,2000000,,186.0,,0.0
7447,Nəriman Nərimanov m.,165000,17/18 ,100.0,2.0,0.0
7448,İnşaatçılar m.,182000,13/17 ,140.0,4.0,0.0
7449,Mərdəkan q.,310000,,200.0,,0.0
7450,Sahil m.,150000,5/5 ,70.0,2.0,0.0
7451,Xətai r.,200000,14/16 ,142.0,3.0,0.0
7452,Şah İsmayıl Xətai m.,143000,14/16 ,70.0,1.0,0.0
7453,Qara Qarayev m.,125000,5/16 ,96.0,2.0,0.0
7454,Bakı,583145,,223.0,4.0,0.0
7455,Nərimanov r.,120000,1/9 ,90.0,4.0,0.0
7456,Mərdəkan q.,680000,,3100.0,,0.0
7457,Bakı,273700,,100.0,2.0,0.0
7458,İnşaatçılar m.,185000,12/17 ,130.0,4.0,0.0
7459,Xətai r.,115000,11/19 ,108.0,2.0,0.0
7460,Bakı,357130,,142.0,3.0,0.0
7461,Bakı,583184,,287.0,4.0,0.0
7462,Bakı,666480,,240.0,4.0,0.0
7463,28 May m.,290000,13/15 ,170.0,3.0,0.0
7464,Bakı,571340,,308.0,5.0,0.0
7465,Yeni Yasamal q.,175000,10/17 ,140.0,3.0,0.0
7466,Xırdalan,25500,,40.0,1.0,0.0
7467,Elmlər Akademiyası m.,215000,9/16 ,110.0,2.0,0.0
7468,Şüvəlan q.,220000,,2400.0,,0.0
7469,Bakıxanov q.,185000,9/15 ,102.0,3.0,0.0
7470,Masazır q.,41500,2/9 ,38.0,1.0,0.0
7471,Nəsimi r.,177000,4/17 ,78.0,3.0,0.0
7472,Nəriman Nərimanov m.,158000,10/16 ,92.0,2.0,0.0
7473,Elmlər Akademiyası m.,270000,9/19 ,154.0,3.0,0.0
7474,Şah İsmayıl Xətai m.,255000,13/16 ,122.0,3.0,0.0
7475,Gənclik m.,83000,5/5 ,45.0,2.0,0.0
7476,Mərdəkan q.,250000,,200.0,,0.0
7477,Nəriman Nərimanov m.,180000,5/16 ,115.0,3.0,0.0
7478,İnşaatçılar m.,125000,2/5 ,65.0,2.0,0.0
7479,8 Noyabr m.,88500,11/17 ,67.0,1.0,0.0
7480,Yeni Ramana q.,65000,,100.0,3.0,0.0
7481,Xətai r.,292000,3/7 ,127.0,3.0,0.0
7482,Yasamal r.,78000,5/5 ,48.0,2.0,0.0
7483,Həzi Aslanov m.,130000,5/16 ,122.0,3.0,0.0
7484,Sulutəpə q.,35000,,50.0,2.0,0.0
7485,Mərdəkan q.,295000,,190.0,,0.0
7486,Gənclik m.,2500000,,1700.0,6.0,0.0
7487,Nəsimi r.,1500000,,320.0,,0.0
7488,Mərdəkan q.,1600000,,700.0,,0.0
7489,Sahil q.,135000,,250.0,7.0,0.0
7490,Xalqlar Dostluğu m.,97000,5/5 ,90.0,3.0,0.0
7491,Şah İsmayıl Xətai m.,255000,13/16 ,122.0,3.0,0.0
7492,20-ci sahə q.,48000,,85.0,5.0,0.0
7493,Səbail r.,425000,13/16 ,137.0,3.0,0.0
7494,Qaraçuxur q.,229000,,170.0,6.0,0.0
7495,Xətai r.,309000,11/20 ,157.0,3.0,0.0
7496,Yasamal r.,800000,,110.0,,0.0
7497,Mehdiabad q.,70000,,2000.0,,0.0
7498,İnşaatçılar m.,207000,14/17 ,118.0,3.0,0.0
7499,Mərdəkan q.,140000,,160.0,,0.0
7500,Həzi Aslanov m.,120000,14/18 ,71.0,3.0,0.0
7501,Elmlər Akademiyası m.,138000,2/4 ,60.0,2.0,0.0
7502,Gənclik m.,360000,8/14 ,209.0,4.0,0.0
7503,Yasamal r.,150000,11/17 ,85.0,2.0,0.0
7504,Xətai r.,295000,4/7 ,163.0,4.0,0.0
7505,Bülbülə q.,45000,1/2 ,53.0,3.0,0.0
7506,Memar Əcəmi m.,112000,3/9 ,70.0,3.0,0.0
7507,İçəri Şəhər m.,275000,3/3 ,125.5,3.0,0.0
7508,Buzovna q.,289000,,190.0,,0.0
7509,28 May m.,145000,4/5 ,80.0,3.0,0.0
7510,28 May m.,145000,7/8 ,70.0,3.0,0.0
7511,Nərimanov r.,114000,12/17 ,52.0,2.0,0.0
7512,Sahil m.,200000,,40.0,,0.0
7513,Nəsimi r.,318000,10/17 ,236.0,4.0,0.0
7514,Qara Qarayev m.,123500,14/17 ,90.0,2.0,0.0
7515,20 Yanvar m.,247000,14/16 ,164.0,3.0,0.0
7516,Memar Əcəmi m.,75000,4/5 ,41.4,2.0,0.0
7517,Sahil m.,150000,2/3 ,55.0,2.0,0.0
7518,Badamdar q.,132000,12/12 ,111.0,3.0,0.0
7519,Nərimanov r.,155000,10/17 ,117.0,2.0,0.0
7520,Masazır q.,59000,,153.0,4.0,0.0
7521,Masazır q.,85000,4/5 ,92.3,3.0,0.0
7522,İnşaatçılar m.,145000,9/19 ,110.0,2.0,0.0
7523,Nəsimi r.,390000,6/17 ,175.0,3.0,0.0
7524,Yeni Yasamal q.,87000,3/11 ,87.0,2.0,0.0
7525,Bakıxanov q.,72000,18/21 ,66.0,2.0,0.0
7526,Sahil m.,420000,16/21 ,156.0,3.0,0.0
7527,Binə q.,43000,,90.0,3.0,0.0
7528,Şah İsmayıl Xətai m.,270000,9/17 ,195.0,4.0,0.0
7529,Mərdəkan q.,220000,,170.0,,0.0
7530,Nərimanov r.,245000,12/13 ,155.0,3.0,0.0
7531,Nərimanov r.,72000,4/9 ,55.0,3.0,0.0
7532,20 Yanvar m.,170000,16/18 ,98.5,2.0,0.0
7533,Səbail r.,165000,8/10 ,110.0,3.0,0.0
7534,Şah İsmayıl Xətai m.,175000,2/7 ,117.0,3.0,0.0
7535,Nizami m.,127500,1/4 ,75.3,3.0,0.0
7536,Nəsimi r.,249000,9/14 ,137.0,3.0,0.0
7537,8-ci mikrorayon q.,208000,6/10 ,125.0,3.0,0.0
7538,9-cu mikrorayon q.,105000,1/9 ,85.0,3.0,0.0
7539,Novxanı q.,62000,,1300.0,,0.0
7540,28 May m.,280000,13/15 ,182.0,3.0,0.0
7541,Sahil m.,510000,,134.0,2.0,0.0
7542,Bakıxanov q.,120000,2/9 ,68.0,3.0,0.0
7543,Səbail r.,105000,15/17 ,47.0,2.0,0.0
7544,Gənclik m.,475000,10/18 ,222.0,4.0,0.0
7545,Nərimanov r.,137000,6/18 ,96.9,2.0,0.0
7546,28 May m.,1100000,,50.0,,0.0
7547,Xətai r.,198000,,58.0,,0.0
7548,Qara Qarayev m.,97000,6/16 ,54.0,2.0,0.0
7549,Nəsimi r.,278000,5/17 ,206.0,4.0,0.0
7550,Nəriman Nərimanov m.,125000,4/17 ,56.0,2.0,0.0
7551,Xırdalan,78000,12/13 ,61.0,2.0,0.0
7552,Gənclik m.,161500,15/18 ,85.0,2.0,0.0
7553,İnşaatçılar m.,285000,6/16 ,161.0,4.0,0.0
7554,Neftçilər m.,185000,15/19 ,134.0,3.0,0.0
7555,Yasamal r.,200000,6/27 ,147.0,3.0,0.0
7556,Nəsimi r.,385000,15/17 ,200.0,4.0,0.0
7557,Şah İsmayıl Xətai m.,2200000,,960.0,,0.0
7558,Yasamal r.,235000,14/17 ,86.0,2.0,0.0
7559,Bülbülə q.,16500,,600.0,,0.0
7560,Nəsimi r.,155000,14/14 ,135.0,3.0,0.0
7561,İnşaatçılar m.,157000,13/18 ,76.0,2.0,0.0
7562,Şah İsmayıl Xətai m.,270000,10/10 ,200.0,4.0,0.0
7563,Gənclik m.,175000,3/6 ,125.0,3.0,0.0
7564,Türkan q.,19000,,1000.0,,0.0
7565,Yasamal r.,125000,18/19 ,68.0,2.0,0.0
7566,Nizami m.,261000,14/15 ,109.6,3.0,0.0
7567,Mərdəkan q.,220000,,150.0,,0.0
7568,Ceyranbatan q.,45000,,78.0,3.0,0.0
7569,20 Yanvar m.,155000,7/16 ,110.0,3.0,0.0
7570,Badamdar q.,295000,,280.0,5.0,0.0
7571,Nəsimi m.,330000,,360.0,7.0,0.0
7572,Memar Əcəmi m.,89000,3/5 ,75.0,3.0,0.0
7573,Şah İsmayıl Xətai m.,183000,11/24 ,158.0,3.0,0.0
7574,Badamdar q.,850000,,220.0,6.0,0.0
7575,İnşaatçılar m.,205000,14/19 ,120.0,3.0,0.0
7576,İnşaatçılar m.,112000,14/19 ,46.0,2.0,0.0
7577,Səbail r.,360000,5/17 ,155.0,4.0,0.0
7578,Nəriman Nərimanov m.,400000,12/18 ,126.0,3.0,0.0
7579,Həzi Aslanov m.,175000,12/19 ,120.0,3.0,0.0
7580,Nizami r.,188000,16/16 ,122.0,4.0,0.0
7581,Sahil m.,418000,,110.0,,0.0
7582,Nərimanov r.,125000,14/17 ,75.0,2.0,0.0
7583,Nərimanov r.,146000,8/18 ,90.0,2.0,0.0
7584,Şah İsmayıl Xətai m.,332250,23/24 ,221.5,4.0,0.0
7585,Həzi Aslanov q.,160000,5/20 ,136.0,4.0,0.0
7586,Memar Əcəmi m.,170000,16/18 ,98.0,2.0,0.0
7587,Nəsimi r.,110000,6/16 ,70.0,2.0,0.0
7588,Nəriman Nərimanov m.,330000,4/18 ,122.0,3.0,0.0
7589,Nəsimi m.,330000,,330.0,7.0,0.0
7590,Bakıxanov q.,500000,,700.0,6.0,0.0
7591,Nərimanov r.,185000,10/17 ,100.0,3.0,0.0
7592,Şah İsmayıl Xətai m.,131000,9/15 ,56.0,2.0,0.0
7593,Neftçilər m.,65000,3/5 ,34.0,1.0,0.0
7594,Elmlər Akademiyası m.,160000,12/18 ,90.0,2.0,0.0
7595,Nəsimi r.,245000,5/16 ,140.0,3.0,0.0
7596,9-cu mikrorayon q.,112000,2/9 ,100.0,4.0,0.0
7597,Azadlıq Prospekti m.,155000,17/18 ,90.0,3.0,0.0
7598,Həzi Aslanov m.,127000,7/9 ,100.0,4.0,0.0
7599,Lökbatan q.,64000,2/12 ,59.0,2.0,0.0
7600,Qara Qarayev m.,110000,14/17 ,59.0,2.0,0.0
7601,Şah İsmayıl Xətai m.,145000,6/19 ,126.0,3.0,0.0
7602,Nəriman Nərimanov m.,140000,16/17 ,105.0,2.0,0.0
7603,Mərdəkan q.,287000,,190.0,,0.0
7604,Mərdəkan q.,250000,,200.0,,0.0
7605,Yasamal r.,108000,17/18 ,90.0,2.0,0.0
7606,Qara Qarayev m.,270000,12/18 ,133.0,4.0,0.0
7607,Yasamal r.,225000,8/19 ,135.0,4.0,0.0
7608,9-cu mikrorayon q.,97000,8/9 ,67.0,2.0,0.0
7609,Nəsimi r.,155000,2/5 ,90.0,3.0,0.0
7610,4-cü mikrorayon q.,110000,5/5 ,75.0,3.0,0.0
7611,Mərdəkan q.,225000,,150.0,,0.0
7612,İnşaatçılar m.,140000,8/9 ,95.0,3.0,0.0
7613,Yeni Ramana q.,1200000,,10000.0,,0.0
7614,Nəsimi r.,535000,8/23 ,224.6,4.0,0.0
7615,8 Noyabr m.,125000,9/17 ,70.0,2.0,0.0
7616,Nəsimi r.,158000,2/6 ,95.0,3.0,0.0
7617,Mərdəkan q.,160000,,150.0,,0.0
7618,Şah İsmayıl Xətai m.,700000,10/22 ,266.0,4.0,0.0
7619,Şah İsmayıl Xətai m.,300000,12/15 ,150.0,3.0,0.0
7620,Həzi Aslanov m.,125000,11/16 ,96.0,3.0,0.0
7621,Yeni Yasamal q.,90000,10/17 ,65.0,2.0,0.0
7622,Nizami m.,330000,14/20 ,195.0,4.0,0.0
7623,Mərdəkan q.,950000,,550.0,,0.0
7624,Sahil m.,220000,3/5 ,60.0,2.0,0.0
7625,Nərimanov r.,75000,1/5 ,42.0,2.0,0.0
7626,Badamdar q.,105000,3/5 ,62.0,3.0,0.0
7627,İsmayıllı,11500,,2200.0,,0.0
7628,Memar Əcəmi m.,80000,4/5 ,55.0,2.0,0.0
7629,Yeni Yasamal q.,150000,9/13 ,134.0,3.0,0.0
7630,Buzovna q.,92000,,110.0,3.0,0.0
7631,Buzovna q.,125000,,400.0,,0.0
7632,Memar Əcəmi m.,132000,18/19 ,82.0,3.0,0.0
7633,Həzi Aslanov m.,160000,3/13 ,118.0,4.0,0.0
7634,Nizami r.,120000,9/17 ,131.0,3.0,0.0
7635,28 May m.,87000,2/3 ,44.0,1.0,0.0
7636,Novxanı q.,145000,,363.0,0.0,0.0
7637,Xətai r.,165000,5/16 ,110.0,3.0,0.0
7638,Əhmədli m.,160000,9/9 ,120.0,5.0,0.0
7639,Əhmədli m.,126000,7/9 ,75.0,3.0,0.0
7640,20 Yanvar m.,172000,13/18 ,123.0,3.0,0.0
7641,Mərdəkan q.,310000,,170.0,,0.0
7642,Nəsimi r.,95000,17/19 ,52.0,1.0,0.0
7643,Yasamal q.,143000,5/5 ,100.0,3.0,0.0
7644,Xırdalan,57800,7/14 ,88.8,2.0,0.0
7645,Nərimanov r.,500000,,100.0,,0.0
7646,Mərdəkan q.,190000,,300.0,6.0,0.0
7647,Qaradağ r.,88500,,240.0,6.0,0.0
7648,Badamdar q.,750000,,210.0,5.0,0.0
7649,Neftçilər m.,150000,11/12 ,116.0,3.0,0.0
7650,Buzovna q.,195000,,1000.0,,0.0
7651,İnşaatçılar m.,170000,3/9 ,80.0,3.0,0.0
7652,Masazır q.,94000,,154.0,4.0,0.0
7653,Şüvəlan q.,84000,,1200.0,,0.0
7654,Memar Əcəmi m.,75000,4/5 ,45.0,2.0,0.0
7655,Ramana q.,22000,,400.0,,0.0
7656,Şüvəlan q.,580000,,450.0,,0.0
7657,Həzi Aslanov q.,129000,14/18 ,105.0,3.0,0.0
7658,Həzi Aslanov m.,135000,4/9 ,120.0,5.0,0.0
7659,Elmlər Akademiyası m.,650000,,200.0,,0.0
7660,Xətai r.,310000,6/6 ,200.0,5.0,0.0
7661,28 May m.,302500,5/20 ,159.2,3.0,0.0
7662,Bayıl q.,135000,2/3 ,78.0,4.0,0.0
7663,Həzi Aslanov m.,153000,5/16 ,139.0,3.0,0.0
7664,Yeni Günəşli q.,110000,6/12 ,90.0,2.0,0.0
7665,Memar Əcəmi m.,78000,15/18 ,50.0,2.0,0.0
7666,İnşaatçılar m.,105000,7/19 ,69.0,2.0,0.0
7667,Binə q.,75000,,110.0,3.0,0.0
7668,7-ci mikrorayon q.,112000,5/9 ,75.0,3.0,0.0
7669,Binəqədi q.,37000,,85.0,2.0,0.0
7670,Gənclik m.,315000,6/16 ,180.0,4.0,0.0
7671,Əhmədli q.,2000000,,900.0,,0.0
7672,9-cu mikrorayon q.,140000,9/9 ,85.0,4.0,0.0
7673,Yasamal r.,177000,16/18 ,126.0,3.0,0.0
7674,Xırdalan,67000,3/4 ,80.0,2.0,0.0
7675,Elmlər Akademiyası m.,175000,5/5 ,103.0,3.0,0.0
7676,7-ci mikrorayon q.,145000,13/17 ,83.0,2.0,0.0
7677,Bakıxanov q.,90000,5/13 ,53.0,1.0,0.0
7678,Yasamal r.,185000,4/5 ,92.0,3.0,0.0
7679,28 May m.,440000,12/20 ,188.0,4.0,0.0
7680,Masazır q.,55000,8/13 ,66.0,2.0,0.0
7681,Xətai r.,57000,4/5 ,45.0,2.0,0.0
7682,Pirşağı q.,139000,,4800.0,,0.0
7683,Əhmədli q.,120000,6/20 ,110.0,3.0,0.0
7684,Əhmədli q.,112000,15/17 ,72.0,2.0,0.0
7685,28 May m.,224000,10/16 ,138.2,3.0,0.0
7686,Bakıxanov q.,71000,2/5 ,55.0,2.0,0.0
7687,Qara Qarayev m.,99000,8/18 ,71.0,2.0,0.0
7688,Əhmədli q.,159000,10/20 ,93.0,3.0,0.0
7689,Bakıxanov q.,85000,5/13 ,53.0,1.0,0.0
7690,Xətai r.,520000,,210.0,,0.0
7691,Biləcəri q.,25000,,70.0,2.0,0.0
7692,Xəzər r.,85000,,100.0,3.0,0.0
7693,Novxanı q.,165000,,1600.0,,0.0
7694,Salyan,200000,,500.0,,0.0
7695,Memar Əcəmi m.,88000,3/5 ,70.0,3.0,0.0
7696,Elmlər Akademiyası m.,225000,10/17 ,125.0,3.0,0.0
7697,28 May m.,2720000,,800.0,,0.0
7698,Nəsimi m.,121000,5/9 ,82.0,3.0,0.0
7699,Badamdar q.,1500000,,400.0,6.0,0.0
7700,Yasamal r.,400000,8/14 ,174.0,4.0,0.0
7701,Memar Əcəmi m.,138000,,53.0,,0.0
7702,Əhmədli m.,100000,7/9 ,81.0,3.0,0.0
7703,Yeni Yasamal q.,98000,1/21 ,70.0,2.0,0.0
7704,Nərimanov r.,188000,5/14 ,120.0,3.0,0.0
7705,Bayıl q.,45000,,65.0,2.0,0.0
7706,Mərdəkan q.,155000,,120.0,3.0,0.0
7707,Neftçilər m.,85000,2/14 ,63.0,2.0,0.0
7708,Nəsimi r.,270000,16/18 ,183.0,4.0,0.0
7709,8-ci kilometr q.,75500,4/5 ,48.0,2.0,0.0
7710,28 May m.,273500,5/20 ,143.9,3.0,0.0
7711,İçəri Şəhər m.,440000,7/10 ,280.0,4.0,0.0
7712,Şah İsmayıl Xətai m.,230000,18/19 ,85.0,2.0,0.0
7713,Yasamal r.,60000,1/9 ,45.0,2.0,0.0
7714,Mingəçevir,400000,,640.0,,0.0
7715,Mehdiabad q.,27000,,300.0,,0.0
7716,Nəsimi r.,560000,12/19 ,232.0,4.0,0.0
7717,Mərdəkan q.,220000,,170.0,,0.0
7718,Nəriman Nərimanov m.,165000,14/18 ,75.0,2.0,0.0
7719,Gənclik m.,58000,5/5 ,33.0,1.0,0.0
7720,Binəqədi r.,223000,6/16 ,131.0,3.0,0.0
7721,Neftçilər m.,88000,8/21 ,75.0,3.0,0.0
7722,Xətai r.,1000000,,370.0,,0.0
7723,Mərdəkan q.,200000,,300.0,,0.0
7724,İnşaatçılar m.,140000,3/22 ,75.0,2.0,0.0
7725,Şah İsmayıl Xətai m.,400000,16/21 ,140.0,3.0,0.0
7726,Masazır q.,78000,7/8 ,65.0,2.0,0.0
7727,Gənclik m.,83000,4/4 ,50.0,2.0,0.0
7728,Nəsimi m.,245000,2/18 ,160.0,5.0,0.0
7729,Xırdalan,40000,11/16 ,53.0,1.0,0.0
7730,Əhmədli m.,180000,7/20 ,158.0,3.0,0.0
7731,Dərnəgül m.,520000,,500.0,,0.0
7732,Qara Qarayev m.,150000,16/16 ,126.0,3.0,0.0
7733,Nərimanov r.,175000,10/16 ,112.0,3.0,0.0
7734,8 Noyabr m.,79000,4/5 ,54.0,2.0,0.0
7735,M.Ə.Rəsulzadə q.,205000,10/14 ,114.0,3.0,0.0
7736,Bayıl q.,304000,7/16 ,160.0,4.0,0.0
7737,Nərimanov r.,90000,3/9 ,60.0,2.0,0.0
7738,Suraxanı q.,43500,,90.0,3.0,0.0
7739,Mərdəkan q.,400000,,200.0,,0.0
7740,Badamdar q.,95000,,900.0,,0.0
7741,Şüvəlan q.,144000,,1200.0,,0.0
7742,İnşaatçılar m.,82000,5/5 ,51.0,2.0,0.0
7743,28 May m.,530000,6/14 ,190.0,4.0,0.0
7744,Qaraçuxur q.,85000,2/3 ,68.0,2.0,0.0
7745,Şah İsmayıl Xətai m.,210000,2/12 ,150.0,3.0,0.0
7746,Nərimanov r.,207000,11/16 ,73.5,2.0,0.0
7747,Nəsimi r.,225400,12/18 ,98.0,2.0,0.0
7748,İçəri Şəhər m.,600000,10/14 ,210.0,4.0,0.0
7749,Həzi Aslanov q.,350000,,54.9,5.0,0.0
